1.790195510823765490e-01,6.163680715833003273e-04
2.082719921746492009e-01,6.209799370231890939e-04
2.992579164088892685e-01,1.323837734222312740e-03
1.711712395825928101e-01,2.198294155368024378e-03
2.026058185375798071e-01,1.026211584747570424e-03
2.065368585393402012e-01,8.459002698549616343e-04
1.657240435467655093e-01,7.377135256700027496e-03
2.397492124967648408e-01,1.483770806968309590e-02
1.840531381249245202e-01,7.728535552654836526e-04
2.607847805813470199e-01,3.109604189839127678e-03
2.929233514472864286e-01,1.913415521367647747e-03
1.839215291734016544e-01,8.402205761361450712e-03
1.747799539806588753e-01,4.668980276839439052e-03
2.335383571540969594e-01,2.649682494252861720e-03
1.748967461610710650e-01,4.818969371413571977e-03
2.119235275218162018e-01,2.673072437322047360e-03
2.079077415096622361e-01,8.994742399181191589e-03
2.250002073776563860e-01,2.283915876462155534e-03
2.269788965852424512e-01,1.158236363536327114e-03
2.177759165932512953e-01,1.615406089146402286e-03
1.963580972454203599e-01,1.774894763259420461e-03
2.226279367869165582e-01,3.755471900261212500e-04
2.001763429734794986e-01,5.669745721632050896e-04
1.897233918884797532e-01,7.512212468464321254e-04
1.915322165421876055e-01,4.532754990871633825e-03
1.899107628552353100e-01,1.610750563966820278e-03
2.145600296636357429e-01,6.838565641652010396e-04
1.876792340844822826e-01,8.254449381893877707e-04
5.491445142418462932e-01,4.716773654830345164e-01
2.596286573405754972e-01,1.576391278411786801e-03
