5.067150160970000927e-01,5.047512052151746920e-01
5.063864086371445694e-01,5.108306895883878429e-01
5.068127052091518925e-01,5.030026814966613857e-01
5.068237706842494417e-01,5.023390327639312147e-01
5.063707863164660372e-01,5.107560516297063868e-01
5.071301170063525765e-01,4.947774139658108750e-01
5.068042209750031057e-01,5.033499519660065147e-01
5.062726687158901617e-01,5.130593626701585031e-01
5.066510261443954999e-01,5.059293378603790803e-01
5.071009110658757368e-01,4.951258614870022168e-01
5.064475277018433141e-01,5.077650790140446624e-01
5.063520774353300613e-01,5.117453846901895975e-01
5.068087647200224533e-01,5.019043682885521163e-01
5.067826335617285904e-01,5.030127231550419742e-01
5.067146420925839889e-01,5.058145500549602325e-01
5.067570236330449784e-01,5.045152910465414697e-01
5.058077635951858664e-01,5.234509011948071944e-01
5.069335566164725471e-01,4.967498395226031538e-01
5.070788985600741539e-01,4.968862042169491788e-01
5.067063796911138729e-01,5.049925595984964266e-01
5.064405901099526819e-01,5.100240228898982320e-01
5.068976981162957030e-01,5.008913640181587024e-01
5.068088166434441266e-01,5.013427375023477017e-01
5.062810777063908585e-01,5.129340808010437458e-01
5.071745129497593485e-01,4.951162263346942094e-01
5.066798204756038926e-01,5.047102712842309602e-01
5.067993100458861866e-01,5.016990562035543721e-01
5.058355201706663529e-01,5.226965830874846786e-01
5.069860719580490116e-01,4.986429637232009937e-01
5.063328606389166930e-01,5.145982633834934594e-01
