2.022932993144196402e-11,5.156813074960187088e-16
1.060361639777237469e-11,6.948973115430150252e-14
1.210112750931351571e-10,9.512472627655827801e-12
5.788055317602610301e-11,2.671686397306809107e-08
2.091429541107723831e-10,5.106936464607412260e-17
3.165599814446419726e-09,6.948472472455782218e-07
3.890478776131075616e-09,5.431218747026015211e-05
4.169703947218794823e-09,9.421493040353471438e-10
1.370210946844039820e-04,6.531581506443773916e-03
2.258392734928945214e-10,2.851700207959062523e-10
2.582344466789538599e-09,1.548785752003382045e-10
3.024870300993063217e-09,7.872362053008169733e-08
1.445272574950612931e-10,6.591496890206949363e-17
2.707646239392021891e-09,4.184706540880955602e-07
3.597868265607109138e-10,2.587863708302454174e-11
1.237798660453287979e-09,1.463930639142567760e-13
1.357944738750908138e-04,4.612532283560279720e-05
1.811183229159993734e-07,3.891013407403434815e-20
5.987505973447644421e-12,1.870650153360600225e-34
1.159173622374403994e-09,9.341590620968721198e-03
1.037254154737863478e-09,8.066199479573996277e-10
6.342628905350450590e-05,5.306253217532689269e-03
2.249442495572355877e-10,2.417672359795584625e-05
4.734692703468948107e-10,6.654857618218397080e-06
1.870038991314305554e-10,3.018562513736144538e-05
1.098629601631265553e-09,1.377586078215338294e-09
1.050162133710633791e-09,3.140134689081718520e-06
1.888915118073686091e-10,8.213400350069793820e-07
9.977300723967036385e-10,4.578031936801766000e-05
1.887656458503972696e-10,3.402843938016544752e-14
