5.158532478816731937e-01,5.203758422207186429e-01
5.164140006907017577e-01,5.114239336144379422e-01
5.171169713136005708e-01,4.984929274398025023e-01
5.160349373296736486e-01,5.155375863096841593e-01
5.155714881106083780e-01,5.244647499630636922e-01
5.169300243975871734e-01,4.973615470725111787e-01
5.151998820723946437e-01,5.291677666357859078e-01
5.151526928601869448e-01,5.348362030240227938e-01
5.162738209249947419e-01,5.105792329036249466e-01
5.162374467768053865e-01,5.073694823414243160e-01
5.164705993622344948e-01,5.117478975777004502e-01
5.157321704826152153e-01,5.236276880655220678e-01
5.157983464568818288e-01,5.193303724804116950e-01
5.162952106468918778e-01,5.152477640436400330e-01
5.157497380929505493e-01,5.227190683517076719e-01
5.164314338921983660e-01,5.115493400821076175e-01
5.148736405862766041e-01,5.400336287989911943e-01
5.170284120972546971e-01,4.957950331392246834e-01
5.170237394353266458e-01,5.015871582817356122e-01
5.170994145004239595e-01,5.049897141947969903e-01
5.171078422168001731e-01,4.987504992056759900e-01
5.164289594713313836e-01,5.100784231697952364e-01
5.165945109119347567e-01,5.062793731324954916e-01
5.155819793264875273e-01,5.205963911253378429e-01
5.162218307064136980e-01,5.126946800595035825e-01
5.164615221246688925e-01,5.134966157053850733e-01
5.164387559020662266e-01,5.084722559604967218e-01
5.165301546408695987e-01,5.126313104957243016e-01
5.153126680073872867e-01,5.242715767214850553e-01
5.161269446071736766e-01,5.220492756937231693e-01
